Internal1,Internal1,Internal1,Internal2,Internal2,Internal2,Internal3,Internal3,Internal3,Internal4,Internal4,Internal4
399.651,996.967,134.878,422.768,968.017,135.35,420.582,942.715,122.793,405.271,1000.43,99.7267
399.857,996.993,134.89,422.976,968.017,135.345,420.742,942.656,122.744,405.425,1000.4,99.6925
399.915,997.025,134.767,423.136,968.084,135.216,420.918,942.617,122.702,405.573,1000.37,99.6563
400.144,996.94,134.797,423.436,967.884,135.195,421.075,942.63,122.633,405.734,1000.36,99.6195
400.347,996.927,134.729,423.604,967.857,135.175,421.235,942.619,122.59,405.877,1000.32,99.5807
400.595,996.857,134.681,423.778,967.877,135.107,421.385,942.68,122.541,406.035,1000.35,99.5982
400.786,996.851,134.666,423.815,967.672,134.994,421.465,942.645,122.532,406.084,1000.15,99.4427
401.035,996.816,134.662,424.111,967.781,135.028,421.626,942.612,122.5,406.253,1000.11,99.4323
401.158,996.893,134.598,424.294,967.769,135.036,422.091,942.605,122.463,406.524,1000.22,99.504
401.276,996.818,134.449,424.525,967.625,134.969,422.176,942.518,122.373,406.667,1000.19,99.488
401.449,996.794,134.535,424.705,967.662,134.989,422.319,942.495,122.33,406.804,1000.15,99.4753
401.65,996.702,134.479,424.877,967.56,134.997,422.422,942.412,122.321,406.947,1000.11,99.4854
401.816,996.64,134.495,425.037,967.543,134.943,422.641,942.37,122.248,407.083,1000.1,99.4926
401.93,996.643,134.545,425.104,967.492,134.918,422.755,942.32,122.217,407.224,1000.06,99.5093
402.202,996.525,134.636,425.27,967.447,134.931,422.726,942.304,122.23,407.323,999.986,99.4738
402.446,996.226,134.513,425.486,967.393,134.873,422.851,942.255,122.216,407.408,999.949,99.4757
402.502,996.272,134.55,425.657,967.311,134.849,422.937,942.257,122.179,407.482,999.938,99.4912
402.584,996.234,134.557,425.775,967.256,134.84,423.219,942.248,122.082,407.571,999.905,99.5082
402.761,996.166,134.563,425.867,967.28,134.806,423.286,942.236,122.054,407.616,999.892,99.5013
402.847,996.215,134.621,425.969,967.257,134.766,423.445,942.144,121.975,407.688,999.853,99.519
402.892,996.096,134.563,426.205,967.13,134.686,423.535,942.103,121.95,407.765,999.834,99.5189
403.003,996.109,134.617,426.269,967.172,134.681,423.591,942.173,121.941,407.797,999.79,99.535
403.056,996.063,134.592,426.33,967.067,134.707,423.654,942.173,121.988,407.831,999.755,99.5177
403.05,995.995,134.606,426.368,967.026,134.677,423.748,942.093,121.974,407.859,999.718,99.5125
403.11,995.902,134.611,426.414,966.986,134.672,423.816,942.062,121.952,407.893,999.668,99.5415
403.139,995.864,134.636,426.492,966.914,134.655,423.88,941.995,121.953,407.897,999.631,99.5417
403.104,995.792,134.652,426.557,966.835,134.642,423.925,941.852,121.91,407.908,999.57,99.5422
403.132,995.781,134.692,426.479,966.793,134.693,423.953,941.804,121.871,407.911,999.525,99.5538
403.09,995.63,134.652,426.462,966.745,134.668,423.954,941.751,121.852,407.918,999.457,99.5659
403.114,995.596,134.703,426.467,966.67,134.737,423.946,941.675,121.845,407.772,999.275,99.4934
403.082,995.551,134.726,426.459,966.704,134.687,423.91,941.549,121.751,407.861,999.349,99.572
402.997,995.49,134.727,426.388,966.618,134.726,423.854,941.494,121.745,407.943,999.346,99.6503
402.949,995.425,134.728,426.329,966.524,134.718,423.757,941.474,121.807,407.892,999.282,99.6685
402.801,995.18,134.649,426.279,966.458,134.75,423.633,941.392,121.817,407.72,999.144,99.6251
402.746,995.161,134.669,426.194,966.381,134.724,423.557,941.362,121.814,407.575,999.058,99.581
402.842,995.187,134.742,426.091,966.344,134.746,423.478,941.27,121.804,407.592,999.126,99.6438
402.601,995.178,134.826,426,966.281,134.76,423.401,941.242,121.785,407.498,999.051,99.6677
402.475,995.189,134.832,425.885,966.245,134.762,423.331,941.219,121.783,407.412,999.012,99.676
402.332,994.911,134.751,425.779,966.208,134.772,423.125,941.296,121.863,407.308,998.96,99.6753
402.173,994.863,134.881,425.634,966.221,134.793,423.08,941.266,121.866,407.201,998.944,99.6808
402.092,994.974,134.831,425.586,966.189,134.813,423.019,941.255,121.87,407.09,998.908,99.7004
401.954,995.059,134.973,425.513,966.196,134.828,422.975,941.279,121.884,407.002,998.923,99.7029
401.767,995.076,134.996,425.422,966.257,134.842,422.939,941.289,121.876,406.92,998.91,99.727
401.694,994.988,135.04,425.329,966.276,134.852,422.903,941.287,121.886,406.839,998.907,99.73
401.504,995.099,135.048,425.251,966.286,134.882,422.866,941.295,121.899,406.753,998.869,99.7483
401.46,994.973,135.041,425.127,966.276,134.896,422.661,941.3,121.991,406.653,998.84,99.7335
401.275,995.049,135.096,425.083,966.269,134.965,422.656,941.355,121.969,406.585,998.854,99.7452
401.334,994.946,134.952,425.009,966.341,134.832,422.617,941.365,121.966,406.526,998.934,99.7783
401.13,995.037,134.903,424.904,966.377,134.856,422.579,941.368,122.013,406.444,998.915,99.7923
401.15,995.036,134.995,424.863,966.416,134.892,422.69,941.283,121.926,406.399,998.942,99.807
401.098,995.047,135.008,424.823,966.305,134.839,422.689,941.316,121.941,406.324,998.95,99.7971
400.956,995.099,134.935,424.811,966.373,134.863,422.7,941.264,121.893,406.284,998.977,99.8242
401.015,995.111,135.027,424.738,966.469,134.893,422.679,941.282,121.924,406.25,998.991,99.8208
400.82,995.312,134.998,424.765,966.395,134.883,422.657,941.316,121.928,406.213,999.017,99.8285
400.977,995.135,135.035,424.72,966.557,134.907,422.697,941.351,121.945,406.184,999.031,99.8309
400.973,995.16,135.03,424.735,966.587,134.902,422.595,941.397,122.028,406.13,999.021,99.8087
400.893,995.136,134.962,424.761,966.499,134.985,422.653,941.468,122.036,406.105,999.098,99.8234
400.931,995.2,135.045,424.781,966.569,134.967,422.667,941.512,122.038,406.078,999.127,99.8233
400.941,995.233,135.049,424.836,966.64,135.005,422.649,941.529,122.086,406.058,999.16,99.8398
400.916,995.271,135.036,424.806,966.687,135.012,422.628,941.569,122.11,406.002,999.223,99.8512
400.934,995.301,135.044,424.847,966.763,135.016,422.861,941.65,122.037,405.984,999.282,99.8779
400.951,995.412,135.137,424.851,966.782,135.014,422.942,941.622,122.009,405.959,999.321,99.8831
400.887,995.565,135.202,424.865,966.853,135.027,422.944,941.672,122.056,405.941,999.377,99.8981
400.963,995.438,135.167,424.889,966.95,135.042,422.774,941.767,122.227,405.926,999.438,99.9313
400.702,995.506,135.047,424.884,966.993,135.08,422.912,941.782,122.249,405.896,999.483,99.9822
400.812,995.713,135.265,424.896,967.109,135.163,422.828,941.839,122.355,406.045,999.644,100.143
400.792,995.866,135.286,424.935,967.214,135.221,422.858,941.879,122.448,405.897,999.636,100.15
400.875,996.042,135.663,424.961,967.274,135.299,422.921,941.934,122.542,405.863,999.653,100.241
400.893,995.868,135.633,424.953,967.285,135.433,423.037,941.954,122.606,405.879,999.769,100.398
400.876,995.937,135.76,425.024,967.282,135.513,422.93,942.021,122.78,405.811,999.752,100.513
400.868,995.926,135.905,425.028,967.27,135.672,423.007,942.076,122.933,405.781,999.758,100.666
400.808,996.055,136.104,425.077,967.313,135.903,422.981,942.142,123.107,405.73,999.705,100.846
400.809,996.004,136.273,425.068,967.169,136.018,422.926,942.131,123.237,405.552,999.526,101.01
400.85,995.736,136.444,425.072,967.187,136.3,422.974,942.01,123.373,405.575,999.659,101.349
400.782,995.636,136.729,424.988,966.851,136.606,422.779,942.076,123.686,405.49,999.564,101.636
400.967,995.598,137.195,425.101,966.964,136.945,422.774,942.174,123.943,405.436,999.513,101.953
400.701,995.639,137.637,425.006,966.973,137.238,422.767,942.454,124.008,405.564,999.676,102.461
400.792,995.523,138.061,424.988,966.923,137.474,422.685,942.284,124.453,405.469,999.601,102.889
400.776,995.364,138.338,424.926,966.953,137.596,422.787,942.211,124.747,405.361,999.55,103.194
400.63,995.153,138.585,424.932,966.949,137.98,422.88,941.765,125.336,405.37,999.53,103.645
400.803,995.319,139.209,424.825,966.712,138.368,422.871,942.343,125.421,405.349,999.476,104.091
400.724,995.172,139.664,424.93,966.898,139.079,422.824,941.849,126.107,405.255,999.48,104.56
400.673,995.137,140.132,424.9,966.948,139.543,422.717,942.186,126.392,405.233,999.488,105.076
400.663,995.164,140.689,424.86,966.748,139.939,422.781,942.229,126.883,405.174,999.543,105.681
400.608,995.261,141.307,424.942,966.876,140.485,422.918,941.884,127.602,405.158,999.465,106.199
400.707,995.019,141.946,424.849,966.847,141.099,422.907,941.862,128.139,405.181,999.46,106.792
400.61,995.11,142.483,424.782,966.845,141.84,422.902,941.841,128.69,405.108,999.49,107.401
400.597,995.042,142.924,424.862,966.865,142.39,422.902,941.849,129.327,405.029,999.473,108.079
400.536,995.011,143.942,424.914,966.853,143.099,423.074,941.866,130.026,405.064,999.536,108.76
400.549,995.133,144.709,424.779,966.704,143.787,422.866,941.861,130.802,405.035,999.474,109.487
400.518,995.004,145.241,424.764,966.954,144.573,422.831,941.87,131.517,404.924,999.438,110.186
400.486,994.896,146.04,424.74,966.82,145.408,422.795,941.841,132.282,404.882,999.428,110.967
400.304,994.967,147,424.772,966.742,146.303,422.775,941.757,133.105,404.865,999.422,111.863
400.223,994.727,147.623,424.639,966.742,146.956,422.794,941.937,133.98,404.832,999.369,112.659
400.205,994.706,148.669,424.709,966.713,148.062,422.775,941.772,134.757,404.779,999.389,113.483
400.058,994.544,149.409,424.74,966.601,148.872,422.427,942.184,135.647,404.793,999.25,114.474
400.16,994.616,150.532,424.542,966.422,149.679,422.823,941.645,136.619,404.885,999.23,115.435
400.052,994.297,151.371,424.583,966.654,150.835,422.866,941.465,137.567,404.826,999.088,116.38
400.016,994.371,152.348,424.679,966.399,151.725,422.819,941.412,138.58,404.813,999.047,117.356
400.095,994.199,153.486,424.613,966.333,152.642,423.095,941.469,139.469,404.86,998.913,118.422
400.265,994.241,154.415,424.752,966.353,153.801,423.2,941.294,140.513,404.716,998.803,119.345
400.186,994.191,155.663,424.776,966.084,154.901,423.106,941.157,141.58,404.901,998.823,120.499
400.361,993.999,156.567,424.787,965.909,155.763,423.33,941.131,142.647,405.006,998.844,121.615
400.386,993.859,157.721,424.865,965.971,157.208,423.404,940.878,143.687,405.09,998.644,122.718
400.381,993.704,158.756,425.09,965.797,158.124,423.313,940.919,144.89,405.172,998.537,123.802
400.544,993.616,160.036,425.096,965.699,159.338,423.62,940.758,145.907,405.412,998.475,125.03
400.727,993.52,161.008,425.064,965.414,160.503,423.474,940.728,147.248,405.432,998.365,126.182
400.704,993.447,162.52,425.317,965.352,161.675,423.325,940.784,148.46,405.602,998.285,127.404
400.617,993.393,163.545,425.239,965.322,163.017,423.823,940.529,149.654,405.639,998.255,128.62
400.784,993.381,165.003,425.174,964.904,164.255,423.721,940.33,150.912,405.773,998.118,129.939
400.558,992.952,166.064,425.344,965,165.682,423.875,940.258,152.228,405.858,997.799,131.151
400.881,993.154,167.5,425.559,964.638,166.835,423.879,940.218,153.733,405.963,997.702,132.533
400.717,993.013,169.003,425.38,964.327,168.243,423.647,939.902,155.006,406.002,997.498,133.832
401.015,992.726,170.03,425.269,964.501,169.766,423.864,939.76,156.372,406.185,997.42,135.287
400.935,992.604,171.619,425.265,963.927,171.18,423.789,939.573,157.897,406.365,997.22,136.653
401.267,992.196,173.011,425.47,963.858,172.72,423.797,939.27,159.297,406.408,996.847,138.047
401.336,992.038,174.378,425.681,963.613,174.032,423.99,939.045,160.806,406.607,996.602,139.467
401.488,991.749,175.961,425.819,963.512,175.527,424.165,938.924,162.164,406.791,996.479,140.965
401.746,991.554,177.482,425.755,963.179,177.038,424.414,938.581,163.633,406.955,996.331,142.48
401.807,991.344,178.766,426.012,962.907,178.517,424.734,938.295,165.187,407.126,996.058,143.929
401.941,991.071,180.593,426.164,962.574,180.26,424.655,938.225,166.728,407.311,995.848,145.468
402.007,990.936,182.047,426.22,962.505,181.66,424.776,937.912,168.133,407.519,995.554,146.991
402.131,990.573,183.463,426.398,962.176,183.228,424.705,937.555,169.857,407.648,995.35,148.63
402.121,990.583,185.079,426.423,961.851,184.887,424.733,937.304,171.443,407.806,995.1,150.15
402.365,990.08,186.855,426.565,961.492,186.642,424.971,937.069,172.986,407.973,994.867,151.8
402.365,989.952,188.389,426.532,961.378,188.147,424.865,936.784,174.643,408.076,994.617,153.396
402.584,989.625,190.008,426.629,961.22,189.81,425.153,936.573,176.245,408.242,994.335,155.053
402.408,989.501,191.665,426.62,960.947,191.617,424.986,936.322,177.955,408.326,994.182,156.708
402.555,989.163,193.396,426.747,960.743,193.338,425.024,936.092,179.578,408.447,993.938,158.37
402.598,989.024,194.894,426.752,960.539,194.96,424.992,935.831,181.305,408.615,993.775,160.088
402.634,988.796,196.49,426.617,960.444,196.557,425.125,935.491,182.975,408.466,993.274,161.596
402.705,988.663,198.345,426.608,959.884,198.215,425.025,935.562,184.764,408.702,993.288,163.382
402.651,988.45,199.97,426.495,959.676,200.004,425.045,935.269,186.448,408.916,993.256,165.185
402.719,988.339,201.652,426.536,959.538,201.719,425.249,935.034,188.139,408.854,992.969,166.828
402.67,988.031,203.178,426.531,959.419,203.258,425.235,934.827,189.895,408.91,992.729,168.526
402.593,987.848,205.103,426.602,959.193,205.137,425.216,934.583,191.735,408.876,992.426,170.122
402.63,987.654,206.972,426.316,958.975,206.987,425.16,934.475,193.504,408.913,992.291,171.906
402.726,987.481,208.446,426.55,958.808,208.776,424.914,934.418,195.282,409.024,992.221,173.703
402.477,987.391,210.152,426.339,958.795,210.602,425.299,934.1,197.124,409.017,991.944,175.384
402.386,987.201,211.931,426.192,958.657,212.268,425.031,933.932,198.839,409.131,991.852,177.148
402.426,987.072,213.861,426.255,958.385,214.217,424.774,933.821,200.672,409.121,991.665,178.896
402.443,986.881,215.51,426.112,958.235,216.017,424.974,933.672,202.501,409.144,991.549,180.701
402.277,986.859,217.158,426.119,957.948,217.873,424.837,933.408,204.294,409.154,991.386,182.493
402.255,986.647,218.935,425.927,958.027,219.587,424.579,933.205,206.213,409.139,991.284,184.201
402.075,986.567,220.787,425.909,957.752,221.455,424.504,933.083,208.057,409.031,990.987,186.002
402.009,986.42,222.71,425.836,957.657,223.37,424.333,932.956,209.943,408.975,990.748,187.77
402.055,986.14,224.464,425.741,957.492,225.256,424.765,932.671,211.677,409.067,990.697,189.642
401.875,986.13,226.229,425.604,957.105,227.172,424.567,932.56,213.592,409.033,990.532,191.529
401.88,986.015,228.196,425.503,957.151,228.964,424.416,932.372,215.49,409.068,990.453,193.431
401.71,985.696,229.937,425.356,956.726,230.826,424.319,932.252,217.373,408.983,990.293,195.334
401.721,985.515,231.88,425.242,956.541,232.822,424.102,931.965,219.325,408.896,990.101,197.174
401.435,985.379,233.993,425.117,956.42,234.636,423.835,931.658,221.384,408.956,989.943,199.17
401.277,985.146,235.864,425.17,956.198,236.757,424.379,931.485,223.001,408.953,989.759,201.217
401.308,984.819,237.726,425.034,956.017,238.681,423.732,931.331,225.07,408.889,989.643,203.166
401.112,984.721,239.632,424.756,955.801,240.743,423.405,931.075,227.212,408.701,989.374,205.047
400.842,984.221,241.331,424.768,955.521,242.514,423.475,930.801,229.178,408.595,989.165,207.047
400.742,984.121,243.408,424.611,955.43,244.507,423.666,930.825,230.771,408.493,989.009,209.03
400.566,983.867,245.397,424.321,955.114,246.334,423.115,930.471,232.957,408.391,988.868,210.985
400.348,983.708,247.395,424.166,954.838,248.342,423.067,930.345,234.864,408.114,988.583,212.921
400.101,983.583,249.497,423.977,954.87,250.536,422.937,930.214,236.886,407.942,988.391,214.891
399.953,983.412,251.506,423.615,954.9,252.532,422.847,930.17,238.632,407.777,988.352,216.825
399.554,983.193,253.307,423.451,954.42,254.632,422.318,929.882,240.855,407.619,988.097,218.841
399.334,983.082,255.214,423.325,954.363,256.519,422.133,930.002,242.671,407.351,987.899,220.78
399.213,983.056,257.276,422.993,954.251,258.579,421.948,929.633,244.763,407.134,987.961,222.705
398.742,982.802,258.949,422.657,954.221,260.458,421.743,929.835,246.565,406.985,987.954,224.831
398.47,982.856,261.156,422.4,954.138,262.428,421.408,929.717,248.626,406.643,987.782,226.791
398.129,982.704,263.054,421.745,954.217,264.556,421.063,929.462,250.607,406.358,987.787,228.766
397.671,982.676,265.077,421.32,954.042,266.561,420.671,929.506,252.637,406.053,987.765,230.748
397.186,982.653,267.124,421.21,953.893,268.372,420.448,929.395,254.73,405.713,987.669,232.664
396.407,982.631,268.892,420.668,953.898,270.553,419.773,929.502,256.624,405.262,987.536,234.486
396.264,982.681,270.951,420.182,953.84,272.48,419.542,929.517,258.521,405.001,987.679,236.487
395.673,982.636,272.646,419.564,953.922,274.471,418.915,929.471,260.55,404.574,987.657,238.384
395.31,982.625,274.511,419.157,953.922,276.332,418.429,929.526,262.454,404.185,987.627,240.271
394.764,982.592,276.425,418.732,953.99,278.076,418.073,929.511,264.346,403.8,987.688,242.102
394.341,982.636,278.296,418.176,954.097,280.046,417.551,929.452,266.264,403.392,987.714,244.005
393.802,982.672,279.944,417.829,954.131,282.002,417.377,929.455,268.041,402.945,987.614,245.774
393.201,982.561,281.706,417.321,954.124,283.961,416.963,929.517,269.921,402.566,987.639,247.617
392.701,982.592,283.455,416.885,954.143,285.727,416.352,929.512,271.817,402.121,987.556,249.374
392.39,982.635,285.393,416.386,954.202,287.569,415.894,929.733,273.549,401.656,987.513,251.181
391.939,982.565,287.202,416.07,954.056,289.393,415.528,929.708,275.283,401.29,987.516,252.976
391.501,982.644,288.919,415.627,954.067,291.12,415.485,929.609,277.046,401.099,987.723,254.823
391.104,982.439,290.57,415.145,953.735,292.554,415.064,929.5,278.685,400.703,987.68,256.681
390.819,982.286,292.241,414.809,953.845,294.338,414.764,929.479,280.33,400.23,987.553,258.339
390.385,982.225,294.221,414.441,953.878,296.073,414.134,929.505,282.075,399.845,987.548,259.976
389.932,982.379,295.693,413.939,953.707,297.59,413.757,929.459,283.652,399.454,987.666,261.629
389.554,982.434,297.119,413.47,953.839,299.336,413.343,929.513,285.312,399.056,987.669,263.257
388.924,982.526,298.937,413.137,953.901,300.759,413.21,929.533,286.754,398.517,987.549,264.767
388.456,982.32,300.423,412.75,953.925,302.553,412.788,929.566,288.307,398.088,987.571,266.311
387.908,982.277,301.674,412.304,954.04,303.995,412.114,929.617,289.857,397.763,987.808,267.896
387.563,982.336,303.496,411.926,954.048,305.441,411.937,929.597,291.212,397.287,987.92,269.447
387.088,982.514,304.876,411.36,954.064,306.938,411.338,929.726,292.8,396.828,987.873,270.896
386.685,982.404,306.056,411.026,954.099,308.305,410.895,929.795,294.103,396.394,987.926,272.23
386.068,982.412,307.581,410.277,954.311,309.742,410.716,929.943,295.463,395.796,988.001,273.587
385.662,982.532,308.827,409.969,954.329,311.093,410.228,929.998,296.807,395.391,988.055,274.985
385.109,982.657,310.245,409.361,954.282,312.215,409.758,930.089,298.029,394.807,987.972,276.234
384.381,982.5,311.428,408.879,954.679,313.776,409.181,930.171,299.42,394.364,988.241,277.532
384.126,982.703,312.632,408.359,954.612,314.897,408.84,930.467,300.58,393.982,988.577,278.9
383.561,982.818,314.156,407.898,954.735,316.158,408.499,930.478,301.799,393.531,988.592,280.119
383.115,982.816,314.942,407.618,954.822,317.326,407.93,930.625,302.961,393.046,988.741,281.306
382.488,983.057,316.416,406.914,954.931,318.451,407.354,930.835,304.06,392.5,988.765,282.401
381.981,983.036,317.197,406.574,955.021,319.605,406.845,930.849,305.204,392.038,988.994,283.528
381.449,983.141,318.492,405.831,955.161,320.619,406.421,930.911,306.203,391.51,989.064,284.582
380.894,983.13,319.166,405.487,955.258,321.69,405.992,931.05,307.192,390.942,989.135,285.497
380.399,983.353,320.484,404.89,955.286,322.515,405.722,931.162,308.136,390.489,989.3,286.621
380.004,983.41,321.298,404.574,955.417,323.337,405.29,931.316,309.059,390.065,989.45,287.621
379.386,983.734,322.373,404.203,955.519,324.524,404.931,931.423,309.88,389.511,989.502,288.464
379.115,983.693,323.193,403.682,955.731,325.325,404.463,931.594,310.744,389.09,989.723,289.369
378.504,983.892,323.809,403.318,955.833,326.036,404.104,931.698,311.489,388.627,989.926,290.21
377.858,983.792,324.542,402.7,955.999,326.852,403.524,931.807,312.226,388.301,990.081,291.012
377.48,983.817,325.405,402.313,956.111,327.57,403.023,932.048,312.964,387.731,990.228,291.687
377.019,984.174,325.962,401.882,956.316,328.196,402.887,932.206,313.623,387.191,990.331,292.249
376.623,984.335,326.669,401.55,956.354,328.72,402.583,932.419,314.205,386.738,990.545,292.905
376.103,984.526,327.228,401.141,956.695,329.395,402.129,932.691,314.744,386.269,990.715,293.443
375.626,984.825,327.731,400.586,957.054,329.962,401.807,932.993,315.318,385.918,991.127,294.031
375.141,985.122,328.076,400.187,957.313,330.313,401.331,933.245,315.824,385.483,991.363,294.459
374.845,985.365,328.49,399.883,957.648,330.75,400.699,933.494,316.249,385.092,991.543,294.815
374.473,985.715,328.877,399.427,958.093,331.242,400.489,933.822,316.649,384.635,991.74,295.103
373.984,986.045,329.211,399.071,958.409,331.661,400.075,934.166,317.046,384.307,992.018,295.498
373.55,986.34,329.514,398.67,958.723,331.948,399.879,934.414,317.392,383.924,992.395,295.852
373.17,986.608,329.787,398.427,958.946,332.09,399.351,934.746,317.755,383.528,992.73,296.113
372.927,986.914,330.064,398.02,959.287,332.276,399.212,935.1,317.973,383.187,993.042,296.32
372.612,987.25,330.304,397.605,959.615,332.557,398.852,935.453,318.213,382.818,993.319,296.516
372.258,987.519,330.481,397.157,960.038,332.75,398.603,935.819,318.388,382.465,993.628,296.72
371.885,987.849,330.603,396.854,960.321,332.937,398.403,936.092,318.56,382.151,993.826,296.832
371.521,988.096,330.675,396.518,960.372,332.956,397.999,936.313,318.749,381.884,994.176,296.993
371.246,988.31,330.681,396.144,960.689,333.007,397.779,936.626,318.866,381.579,994.446,297.073
370.888,988.591,330.786,396.041,961.121,333.185,397.56,936.924,318.943,381.301,994.711,297.141
370.65,988.878,330.836,395.854,961.456,333.282,397.352,937.174,318.982,381.029,994.961,297.185
370.328,989.1,330.861,395.692,961.659,333.261,397.114,937.541,319.027,380.79,995.219,297.209
370.162,989.35,330.908,395.475,961.956,333.305,396.926,937.846,319.057,380.556,995.485,297.211
370.06,989.615,330.984,395.254,962.322,333.299,396.78,938.089,319.079,380.341,995.751,297.21
369.877,989.948,331.006,395.174,962.537,333.223,396.871,938.339,319.085,380.16,996.039,297.235
369.693,990.173,330.966,395.038,962.775,333.249,396.487,938.58,319.099,379.954,996.287,297.152
369.578,990.457,330.951,394.927,962.982,333.175,396.38,938.821,319.042,379.787,996.535,297.103
369.427,990.745,330.877,394.798,963.274,333.146,396.654,939.092,318.969,379.657,996.879,297.065
369.291,990.898,330.716,394.639,963.577,333.101,396.603,939.276,318.833,379.482,997.146,296.972
369.097,991.141,330.625,394.572,963.78,333.021,396.096,939.565,318.772,379.348,997.37,296.804
368.976,991.369,330.527,394.537,964.071,332.889,396.337,939.934,318.625,379.251,997.647,296.711
368.891,991.622,330.365,394.451,964.376,332.806,395.814,940.157,318.522,379.067,997.701,296.401
368.863,991.794,330.239,394.312,964.679,332.773,395.788,940.391,318.385,378.924,997.856,296.197
368.801,992.028,329.949,394.081,965.14,332.612,395.723,940.605,318.234,378.899,998.14,296.087
368.638,992.245,329.676,394.08,965.25,332.267,395.655,940.811,318.068,378.804,998.324,295.888
368.575,992.428,329.495,393.997,965.408,332.03,395.637,940.967,317.893,378.649,998.378,295.58
368.533,992.58,329.226,393.909,965.604,331.8,395.547,941.239,317.704,378.649,998.605,295.426
368.528,992.8,329.061,393.888,965.825,331.531,395.371,941.507,317.567,378.565,998.774,295.193
368.443,993.054,328.884,393.982,966.018,331.361,395.409,941.576,317.332,378.526,998.989,294.996
368.276,993.026,328.56,393.986,966.153,331.167,395.31,941.664,317.119,378.516,999.084,294.783
368.451,993.262,328.462,394.028,966.35,331.026,395.304,941.837,316.873,378.54,999.291,294.574
368.543,993.393,328.164,394.033,966.501,330.812,395.568,942.273,316.481,378.572,999.494,294.393
368.55,993.674,327.888,394.084,966.611,330.569,395.317,942.382,316.35,378.549,999.604,294.049
368.624,993.723,327.534,394.19,966.795,330.356,395.462,942.414,316.055,378.612,999.817,293.787
368.598,993.853,327.278,394.307,966.924,329.898,395.512,942.556,315.813,378.624,999.934,293.509
368.703,993.931,327.13,394.37,967.038,329.617,395.585,942.7,315.557,378.586,999.941,293.141
368.75,994.121,326.847,394.416,967.196,329.332,395.66,942.997,315.306,378.683,1000.12,292.926
368.84,994.242,326.594,394.499,967.321,329.126,395.973,943.122,314.991,378.716,1000.16,292.59
368.842,994.291,326.333,394.568,967.367,328.8,395.997,943.1,314.728,378.833,1000.32,292.384
368.901,994.355,326.026,394.726,967.395,328.574,396.321,943.2,314.386,378.864,1000.38,292.066
368.932,994.507,325.685,394.88,967.511,328.264,396.605,943.258,314.091,378.918,1000.39,291.734
369.056,994.465,325.217,395.033,967.62,327.991,396.845,943.294,313.728,379.096,1000.56,291.567
369.189,994.508,324.934,395.15,967.656,327.701,396.912,943.277,313.542,379.196,1000.62,291.313
369.479,994.73,324.842,395.341,967.791,327.464,397.097,943.319,313.252,379.34,1000.67,291.079
369.612,994.786,324.665,395.411,967.867,327.225,397.18,943.406,312.99,379.453,1000.68,290.816
369.786,994.842,324.472,395.49,967.887,326.915,397.36,943.45,312.748,379.586,1000.76,290.553
369.954,994.92,324.238,395.822,967.931,326.678,397.525,943.484,312.474,379.825,1000.82,290.321
370.146,994.969,324.001,395.99,967.907,326.456,397.475,943.533,312.265,380.024,1000.9,290.07
370.333,995.062,323.746,396.173,967.892,326.117,397.644,943.537,312.007,380.08,1000.87,289.774
370.498,995.045,323.374,396.249,967.936,325.883,397.928,943.629,311.704,380.246,1000.92,289.546
370.671,995.045,323.054,396.422,967.95,325.588,397.82,943.665,311.566,380.356,1000.92,289.274
370.802,995.03,322.778,396.56,967.98,325.357,397.915,943.709,311.353,380.471,1000.92,289.037
370.927,995.058,322.58,396.714,968.029,325.102,398.051,943.657,311.15,380.594,1000.93,288.79
371.04,995.086,322.413,396.791,968.091,324.878,398.145,943.711,310.927,380.741,1000.93,288.526
371.219,995.127,322.205,396.788,968.008,324.62,398.299,943.738,310.712,380.886,1000.96,288.273
371.377,995.182,322.074,397.015,968.142,324.488,398.536,943.908,310.444,381.043,1001.03,288.067
371.52,995.255,321.772,397.211,968.114,324.302,398.501,943.875,310.26,381.141,1001.02,287.773
371.544,995.228,321.526,397.373,968.133,324.181,398.648,943.844,310.036,381.211,1000.96,287.443
371.781,995.363,321.24,397.545,968.247,323.933,398.823,943.86,309.826,381.341,1001,287.206
372.039,995.457,321.038,397.643,968.276,323.597,399.021,943.894,309.663,381.495,1001.08,287.017
372.23,995.444,320.824,397.72,968.306,323.315,399.403,943.935,309.401,381.556,1001.05,286.724
372.262,995.457,320.548,397.791,968.277,323.104,399.409,943.962,309.189,381.771,1001.17,286.616
372.467,995.396,320.382,397.971,968.302,322.842,399.586,943.933,309.014,381.919,1001.15,286.423
372.633,995.42,320.248,398.135,968.316,322.698,399.501,943.938,308.848,382.065,1001.08,286.217
372.799,995.377,320.1,398.331,968.251,322.491,399.662,943.879,308.65,382.162,1000.95,286.023
372.876,995.433,320.007,398.531,968.253,322.373,399.782,943.885,308.494,382.301,1000.92,285.858
373.1,995.357,319.786,398.751,968.169,322.226,399.872,943.897,308.338,382.451,1000.98,285.738
373.066,995.211,319.527,398.837,968.153,322.093,400.105,943.781,308.118,382.693,1000.99,285.648
373.299,995.243,319.467,398.994,968.129,321.964,400.245,943.7,307.92,382.846,1000.94,285.49
373.629,995.135,319.311,399.161,968.098,321.806,400.381,943.668,307.772,382.998,1000.91,285.339
373.728,995.078,319.053,399.359,968.047,321.676,400.493,943.674,307.605,383.073,1000.82,285.134
